,0,1
10,"[0, 0.046357635552003784, 0.18420085481835216, (8.119026901173506e-17-1.3259377163809662j), (6.734910752277581e-17-1.0998943951785427j), (3.96815500657176e-18-0.06480488920290396j), (1.5299876695569434e-17-0.24986594838972023j), (2.66513946444431e-17-0.4352503050348695j), (4.0198521585220223e-17-0.656491677652822j), (1.6917142842270182e-18-0.027627790892931013j), (-2.46842852680849e-18+0.04031249709756489j), (-2.7727521853813294e-17+0.4528247960655803j), (-5.3306384294965773e-17+0.8705593209745007j), (5.243463759399032e-19-0.00856322616945512j), (1.5527756730893447e-18-0.02535875117904113j), (7.130171691516581e-18-0.11644454052353519j), (1.1388258424433298e-17-0.18598437414546376j), (8.752632626389044e-19-0.014294133839214651j), (-5.085753163064267e-18+0.08305665219727298j), (-2.099587116575426e-17+0.34288859743678585j), (-3.10258357977021e-17+0.5066903505452102j)]","[0, 0.021756925660591973, 0.10315918257372302, (-3.1313547952752196e-17+0.511389046614157j), (-5.386790860797633e-17+0.8797297089329147j), (1.075653803681709e-17-0.17566759729101014j), (3.835303311300494e-17-0.6263525636895114j), (6.046554630977737e-17-0.9874773094066931j), (7.862441008198612e-17-1.2840340600527027j), (5.976094294977713e-18-0.09759702632854636j), (-1.1237572180224296e-17+0.1835234810240525j), (-1.0680565857267325e-16+1.7442687744259897j), (-2.1782013301211921e-16+3.557272728165771j), (6.305941703951407e-18-0.10298384331452708j), (1.8884399772474218e-17-0.30840565272570464j), (4.201451668987528e-17-0.6861491283711748j), (6.325016542677296e-17-1.0329535907138316j), (8.659052636966984e-18-0.14141306118622535j), (4.366022525557197e-17-0.7130255888631714j), (9.983608056813316e-17-1.6304469278430798j), (1.4211494560493809e-16-2.320913192340584j)]"
11,"[0, 0.04363971009657868, 0.17334400771349204, (7.544522716163207e-17-1.23211406283281j), (7.088975300314278e-17-1.1577175239832251j), (2.3506950836712078e-18-0.03838976405781411j), (1.3304518949288179e-17-0.21727928343994862j), (2.1570237341498547e-17-0.35226870892924533j), (3.1898598103837307e-17-0.520943640665151j), (-4.734180356005249e-19+0.0077315032535117375j), (-1.442233255138238e-18+0.023553456492800648j), (6.289888451653247e-19-0.01027216738088486j), (4.609249888965688e-18-0.07527476317538782j), (-2.3743721742543704e-18+0.03877644029131502j), (-3.909063429588736e-18+0.06383985051543642j), (3.853523924572897e-18-0.06293282156546476j), (1.3353950165136734e-17-0.21808655645749084j), (-4.299343718277178e-18+0.07021361132484155j), (-2.5129797715726492e-17+0.4104007413929116j), (-5.193240299152829e-17+0.8481205034412478j), (-6.262900875992789e-17+1.0228093325117518j)]","[0, 0.19707819978545496, 0.3292315460574582, (1.7218460543415542e-17-0.28119880042806966j), (-4.6037566575612815e-17+0.7518505189849998j), (2.362748949547451e-17-0.38586618626570357j), (6.485897798793164e-17-1.0592274937245414j), (9.526648030170939e-17-1.555819692143688j), (1.1900167879205758e-16-1.9434448997851654j), (1.5009410601715844e-17-0.2451222770870096j), (4.4303022299490076e-17-0.7235232612429244j), (8.579167993465385e-17-1.4010844595255603j), (1.1201485217239875e-16-1.82934136194024j), (1.2001791911809017e-17-0.1960041363789973j), (3.991385402211877e-17-0.6518427035437213j), (8.572101504044939e-17-1.3999304142244393j), (1.188586132667551e-16-1.94110846244826j), (8.921320896764696e-18-0.1456962269117278j), (4.906173042333523e-17-0.8012388626254348j), (1.1654177637435238e-16-1.903271644616118j), (1.533440123350438e-16-2.504297768822943j)]"
12,"[0, 0.05245502515005274, 0.21791686146501202, (1.0004716286446243e-16-1.6338941633476551j), (8.773474289632597e-17-1.4328170858309563j), (2.5765910616985366e-18-0.04207892534390258j), (1.1272405339114704e-17-0.18409234967931964j), (2.1985941374211593e-17-0.3590576709875707j), (3.668147223727427e-17-0.599053902934517j), (-4.580685834692611e-19+0.0074808276768156545j), (-8.118326533148964e-18+0.13258233376025247j), (-3.097225088958609e-17+0.5058152425850485j), (-4.9496783939831627e-17+0.8083438257347868j), (-2.093435241752998e-18+0.03418839200348262j), (-5.358659680380216e-18+0.0875135538526067j), (-2.930257820658883e-18+0.04785474183575285j), (2.6240037449599185e-18-0.04285323322262144j), (-2.803456765772979e-18+0.04578392345817348j), (-2.1445615587112486e-17+0.35023348122975145j), (-4.847649971384446e-17+0.7916813198319007j), (-5.3456529278578616e-17+0.8730113746395636j)]","[0, 0.09035307871622708, 0.15336566708866195, (-3.879701315352757e-17+0.6336033079993278j), (-7.818849930483672e-17+1.2769150968144383j), (2.1114830702628984e-17-0.34483135410683224j), (5.877033602079404e-17-0.9597924244233071j), (8.893781700413505e-17-1.4524647770452186j), (1.146767200079503e-16-1.8728129626892047j), (1.2476853329738196e-17-0.20376247810266712j), (2.7942267977923707e-19-0.004563318664185984j), (-8.91842309564757e-17+1.4564890222808606j), (-1.8839645323359561e-16+3.0767475710509276j), (9.510377953977209e-18-0.15531625870575427j), (2.5919141998839078e-17-0.4232917118124997j), (5.4824265006479055e-17-0.8953481941838226j), (8.662563406991659e-17-1.4147039641181234j), (9.005943607602278e-18-0.14707822065713258j), (4.9672465308152275e-17-0.8112129202107281j), (1.1294074198993517e-16-1.8444622901651138j), (1.672669010332152e-16-2.7316757966406793j)]"
13,"[0, -0.025803129266257357, 0.039310047594453966, (5.0164302066097764e-17-0.8192452240274355j), (6.261796286563422e-17-1.022628939368172j), (-7.857343510795857e-18+0.12832015755508358j), (-2.3896830428427117e-18+0.03902648575093655j), (5.8305274720018315e-18-0.09521973970064303j), (1.7007288243045906e-17-0.27775009504596826j), (-7.309409104907808e-18+0.11937170962267496j), (-1.222834706570837e-17+0.19970406282402764j), (-1.2952677906212893e-17+0.2115332831512082j), (-9.50446214555595e-18+0.155219646222459j), (-8.37962563567133e-18+0.1368496719463204j), (-1.8594079372663227e-17+0.303664360787276j), (-2.302513209379455e-17+0.3760289433626992j), (-2.1840191921735966e-17+0.35667740179359403j), (-1.0077774134488621e-17+0.164582541537775j), (-4.7637550932237835e-17+0.7779802464744112j), (-9.408831820151359e-17+1.536578844888527j), (-9.746194568598987e-17+1.5916743628260275j)]","[0, 0.28979347088946256, 0.4954282723901404, (1.745856820852481e-17-0.28512005617750596j), (-6.084161881458556e-17+0.9936190394968715j), (2.6606209526654362e-17-0.4345123760610593j), (7.174981944396624e-17-1.1717634748879637j), (1.0512560203612107e-16-1.7168313690006558j), (1.297623043578066e-16-2.119179251489526j), (1.647337994818726e-17-0.26903071088997527j), (5.2053201982571926e-17-0.8500933006776059j), (9.470681662487423e-17-1.5466796906800035j), (1.151933814445309e-16-1.881250684274568j), (1.2426994856253001e-17-0.20294822743839544j), (4.8213127237988136e-17-0.7873801208896475j), (9.927507233254117e-17-1.6212849680685133j), (1.337216908466683e-16-2.183840939930935j), (8.90878499252565e-18-0.14549150005909123j), (5.3242532209825303e-17-0.8695165372888711j), (1.285538537395669e-16-2.099443755196537j), (1.744219932362404e-16-2.848527320002466j)]"
14,"[0, -0.025803129266257357, 0.039310047594453966, (5.0164302066097764e-17-0.8192452240274355j), (6.261796286563422e-17-1.022628939368172j), (-7.857343510795857e-18+0.12832015755508358j), (-2.3896830428427117e-18+0.03902648575093655j), (5.8305274720018315e-18-0.09521973970064303j), (1.7007288243045906e-17-0.27775009504596826j), (-7.309409104907808e-18+0.11937170962267496j), (-1.222834706570837e-17+0.19970406282402764j), (-1.2952677906212893e-17+0.2115332831512082j), (-9.50446214555595e-18+0.155219646222459j), (-8.37962563567133e-18+0.1368496719463204j), (-1.8594079372663227e-17+0.303664360787276j), (-2.302513209379455e-17+0.3760289433626992j), (-2.1840191921735966e-17+0.35667740179359403j), (-1.0077774134488621e-17+0.164582541537775j), (-4.7637550932237835e-17+0.7779802464744112j), (-9.408831820151359e-17+1.536578844888527j), (-9.746194568598987e-17+1.5916743628260275j)]","[0, 0.28979347088946256, 0.4954282723901404, (1.745856820852481e-17-0.28512005617750596j), (-6.084161881458556e-17+0.9936190394968715j), (2.6606209526654362e-17-0.4345123760610593j), (7.174981944396624e-17-1.1717634748879637j), (1.0512560203612107e-16-1.7168313690006558j), (1.297623043578066e-16-2.119179251489526j), (1.647337994818726e-17-0.26903071088997527j), (5.2053201982571926e-17-0.8500933006776059j), (9.470681662487423e-17-1.5466796906800035j), (1.151933814445309e-16-1.881250684274568j), (1.2426994856253001e-17-0.20294822743839544j), (4.8213127237988136e-17-0.7873801208896475j), (9.927507233254117e-17-1.6212849680685133j), (1.337216908466683e-16-2.183840939930935j), (8.90878499252565e-18-0.14549150005909123j), (5.3242532209825303e-17-0.8695165372888711j), (1.285538537395669e-16-2.099443755196537j), (1.744219932362404e-16-2.848527320002466j)]"
15,"[0, -0.011143182320692347, 0.1698601039385035, (1.0155742911417939e-16-1.6585586829588355j), (9.298658757876204e-17-1.5185862183856262j), (-3.6950380016189474e-18+0.06034455002359173j), (5.322370507360468e-18-0.08692090668209168j), (1.7346771742537364e-17-0.2832942813326236j), (3.410149729255156e-17-0.5569197145870034j), (-4.450235957513044e-18+0.07267786860034209j), (-6.8989645832677734e-18+0.11266864189856376j), (-3.607492538067131e-18+0.058914824104040565j), (5.247288275416174e-18-0.08569472078103728j), (-5.840034771099055e-18+0.09537500567780219j), (-1.1154106029113599e-17+0.18216037533237375j), (-1.1880463146024086e-17+0.1940226872645358j), (-5.526961959022928e-18+0.09026213864880901j), (-7.33986836199297e-18+0.11986914704065321j), (-3.5433735950621976e-17+0.5786768229875312j), (-6.857234406536021e-17+1.1198713639410636j), (-6.474502316384927e-17+1.057366470217001j)]","[0, 0.29017728814665805, 0.4365225857218968, (1.8621390992154435e-17-0.3041103933823103j), (-6.906764698951868e-17+1.127960274547833j), (2.7123022335983364e-17-0.4429525697510085j), (7.051957418878083e-17-1.1516720451623979j), (1.0078271418295212e-16-1.6459066279864687j), (1.2519004290606663e-16-2.044508555335772j), (1.8224506845130354e-17-0.29762878338177123j), (5.432746790344053e-17-0.8872348817841264j), (9.454915529999581e-17-1.5441048858466722j), (1.1378034414677582e-16-1.8581740339499377j), (1.473757233531807e-17-0.24068282129310983j), (4.880029838079353e-17-0.7969693533640916j), (9.778649108319117e-17-1.5969745913887j), (1.2907999633063366e-16-2.1080363157851583j), (1.1301171243738657e-17-0.18456213255294462j), (6.134892845861916e-17-1.0019040347197685j), (1.4417602281133876e-16-2.354573137523729j), (1.8945016430072864e-16-3.0939559786973883j)]"
16,"[0, -0.12413211781493744, -0.04038425125840877, (5.947521683858148e-17-0.9713040017740696j), (7.29180745774452e-17-1.190842529098408j), (-1.1438962784191915e-17+0.18681243918093227j), (-5.773926781183541e-18+0.09429538027133332j), (4.1268177236668e-18-0.06739604801221138j), (1.812963693988904e-17-0.2960794402518604j), (-9.343845956321686e-18+0.15259658479207613j), (-1.56392696337496e-17+0.2554086556979248j), (-1.8416326928896204e-17+0.3007614430825013j), (-1.304695729131196e-17+0.21307298235533312j), (-1.034532895181868e-17+0.16895204329969263j), (-2.0736638325831328e-17+0.3386550038797959j), (-2.5449494701528056e-17+0.415621789388532j), (-1.8988077204036025e-17+0.31009883367606506j), (-1.211379784297461e-17+0.19783333204984013j), (-5.593868646354141e-17+0.9135480777394447j), (-1.060130316326994e-16+1.7313241941514863j), (-9.949375855342665e-17+1.6248563850850397j)]","[0, 0.31577550684471073, 0.5775810987933075, (3.8846131068581885e-17-0.6344054644266097j), (-5.277925560355007e-17+0.8619506561450541j), (3.0238933425452024e-17-0.49383925955639685j), (7.803670024458861e-17-1.2744360300279363j), (1.1138622866713027e-16-1.819075161012656j), (1.3474938562843468e-16-2.2006244693939907j), (1.946809899086917e-17-0.31793818437158566j), (5.769695121771627e-17-0.9422627202861614j), (1.0494188239805454e-16-1.7138309996175087j), (1.2427257301927228e-16-2.0295251350151844j), (1.5882802160256442e-17-0.2593858436785964j), (5.3302083744893555e-17-0.8704890876619208j), (1.0850428341883636e-16-1.772009423359964j), (1.41902614839754e-16-2.3174455677923156j), (1.2787522337462729e-17-0.20883608802743614j), (6.717447630647938e-17-1.0970424509866659j), (1.5584427852271463e-16-2.5451302143804972j), (2.0109796511497754e-16-3.284179001733231j)]"
17,"[0, -0.20956110196324165, -0.32525936788976295, (1.515068403019145e-17-0.24742944726169125j), (4.6294246455923174e-17-0.7560424195474978j), (-1.2322716807112586e-17+0.20124523765859903j), (-3.1133762008287736e-18+0.05084529193227676j), (9.838173602863996e-18-0.16066956790666037j), (2.854651179762863e-17-0.4661999168658885j), (-1.041830760551015e-17+0.17014387516080196j), (-1.3499367353878206e-17+0.22046139937289658j), (-1.8314024308340506e-17+0.29909071449974706j), (-7.94492214648475e-18+0.12975042521674518j), (-1.22488054602742e-17+0.20003817376246436j), (-2.471310422613454e-17+0.40359562027746715j), (-3.1689211542783793e-17+0.5175240986192436j), (-2.0752192456633362e-17+0.33890902211285484j), (-1.4546748994571397e-17+0.23756643964119956j), (-6.443770346963452e-17+1.052347558732829j), (-1.1903360972534237e-16+1.9439663714994104j), (-1.0318137817191453e-16+1.685079783718104j)]","[0, 0.10590547879640928, 0.12367990367261382, (-6.09325278361305e-18+0.09951036964870867j), (-4.674131445120906e-17+0.7633435939856649j), (2.598150917481088e-17-0.42431024509107795j), (7.01994504823141e-17-1.146444028289458j), (1.091618235669406e-16-1.78274786890299j), (1.4441056840016226e-16-2.3584035576740416j), (1.733722664819861e-17-0.28313839811232855j), (5.224045804621757e-17-0.8531514242733401j), (9.200590155167328e-17-1.5025704001469056j), (1.0663264812422748e-16-1.7414432993818183j), (1.4845328966962433e-17-0.24244262063638802j), (5.277025726056755e-17-0.8618037020520245j), (1.0389532992609435e-16-1.6967395007022485j), (1.324670804965982e-16-2.1633515980089433j), (1.3308308800234506e-17-0.21734117640286604j), (7.104757316606013e-17-1.1602949228385886j), (1.7766557840067148e-16-2.901499085685263j), (2.3323794247229895e-16-3.809064664761926j)]"
18,"[0, 0.002645114593626495, 0.1922243907849924, (1.2126336121284562e-16-1.9803809767399694j), (1.0920272323434837e-16-1.7834158111608922j), (-8.093360381821546e-18+0.13217460556719632j), (3.957767668623081e-18-0.06463525110062154j), (1.9317185223807768e-17-0.31547357552001354j), (3.9593319253675855e-17-0.646607973519259j), (-6.801812955895003e-18+0.11108203541838661j), (-7.166739238738843e-18+0.1170417338897812j), (-2.2209739903025055e-18+0.03627125783285163j), (1.0928669848296346e-17-0.17847872310457694j), (-7.901806830273256e-18+0.1290462986679066j), (-1.3159854292589277e-17+0.214916730305451j), (-1.097686911365157e-17+0.1792658768437413j), (8.621995603790858e-19-0.014080787390770674j), (-9.742047618739724e-18+0.1590997114518654j), (-4.2935911615666603e-17+0.7011966494430926j), (-8.052800929031619e-17+1.3151221943564941j), (-7.47123212456651e-17+1.2201448008957803j)]","[0, 0.4360122435534228, 0.7486341758426405, (6.455080781966292e-17-1.0541946929450305j), (-4.6233115814187064e-17+0.755044080405491j), (3.523836035463565e-17-0.5754860973657052j), (8.474525248375233e-17-1.3839950023591336j), (1.195489456426697e-16-1.9523824457125816j), (1.4283966942222275e-16-2.332748830465621j), (2.3581793093920215e-17-0.38511990739434054j), (6.534249353744982e-17-1.0671239018947147j), (1.1591039302760876e-16-1.8929603720568262j), (1.390652184822246e-16-2.2711073687376184j), (1.999985074468675e-17-0.326622349539662j), (6.18754447932323e-17-1.010502699003703j), (1.1955899668125566e-16-1.9525465916294773j), (1.5526148672381477e-16-2.535612502019584j), (1.6808397550464043e-17-0.27450196354029105j), (8.132553083552044e-17-1.3281467096005548j), (1.799535863447602e-16-2.9388650910621887j), (2.2505604624377276e-16-3.675444159090858j)]"
19,"[0, 0.020114520649449137, 0.2432385075386787, (1.3401187220991195e-16-2.188579961229903j), (1.141863041812858e-16-1.8648038644413516j), (-7.119224430729481e-18+0.11626575818735922j), (9.545597192982935e-18-0.15589143252779417j), (3.0358533561718575e-17-0.4957924780084408j), (5.597781018849664e-17-0.9141870166560769j), (-5.660038842626903e-18+0.09243544908732287j), (-2.4741009847429518e-18+0.04040513536581351j), (7.678129711940182e-18-0.12539337411057613j), (2.5240950031099664e-17-0.41221599645993273j), (-7.081862755621864e-18+0.1156555957285404j), (-8.790308377953288e-18+0.1435566301087537j), (-5.12574908859243e-19+0.0083709835230226j), (1.601852599305304e-17-0.26160238207793074j), (-9.061358733007693e-18+0.14798321833391578j), (-4.3232427272506495e-17+0.7060391176069148j), (-8.45680028697919e-17+1.3811002964882844j), (-8.353890018791497e-17+1.364293774271537j)]","[0, 0.29828217722001144, 0.531114532194398, (2.427411747512409e-17-0.396426422573834j), (-5.827378778676216e-17+0.9516831763629259j), (3.2000380703974574e-17-0.5226058766699833j), (7.52173433604052e-17-1.2283924379302582j), (1.0425143829707458e-16-1.702555191744403j), (1.2264148756255956e-16-2.002887488016093j), (2.23705575932741e-17-0.3653389305202015j), (5.764360413240897e-17-0.9413914962672126j), (9.845815565855433e-17-1.6079437063340178j), (1.1246602293646745e-16-1.83670953967741j), (1.943113518878595e-17-0.3173345196723605j), (5.912257862426615e-17-0.9655449826910029j), (1.1154838968337904e-16-1.8217234513827723j), (1.4271302935754106e-16-2.330680641257601j), (1.644987068922738e-17-0.26864677555488525j), (7.812363690243329e-17-1.2758558133957647j), (1.73024806225067e-16-2.825709524501817j), (2.1689186840188532e-16-3.542113016632941j)]"
20,"[0, 0.020114520649449137, 0.2432385075386787, (1.3401187220991195e-16-2.188579961229903j), (1.141863041812858e-16-1.8648038644413516j), (-7.119224430729481e-18+0.11626575818735922j), (9.545597192982935e-18-0.15589143252779417j), (3.0358533561718575e-17-0.4957924780084408j), (5.597781018849664e-17-0.9141870166560769j), (-5.660038842626903e-18+0.09243544908732287j), (-2.4741009847429518e-18+0.04040513536581351j), (7.678129711940182e-18-0.12539337411057613j), (2.5240950031099664e-17-0.41221599645993273j), (-7.081862755621864e-18+0.1156555957285404j), (-8.790308377953288e-18+0.1435566301087537j), (-5.12574908859243e-19+0.0083709835230226j), (1.601852599305304e-17-0.26160238207793074j), (-9.061358733007693e-18+0.14798321833391578j), (-4.3232427272506495e-17+0.7060391176069148j), (-8.45680028697919e-17+1.3811002964882844j), (-8.353890018791497e-17+1.364293774271537j)]","[0, 0.29828217722001144, 0.531114532194398, (2.427411747512409e-17-0.396426422573834j), (-5.827378778676216e-17+0.9516831763629259j), (3.2000380703974574e-17-0.5226058766699833j), (7.52173433604052e-17-1.2283924379302582j), (1.0425143829707458e-16-1.702555191744403j), (1.2264148756255956e-16-2.002887488016093j), (2.23705575932741e-17-0.3653389305202015j), (5.764360413240897e-17-0.9413914962672126j), (9.845815565855433e-17-1.6079437063340178j), (1.1246602293646745e-16-1.83670953967741j), (1.943113518878595e-17-0.3173345196723605j), (5.912257862426615e-17-0.9655449826910029j), (1.1154838968337904e-16-1.8217234513827723j), (1.4271302935754106e-16-2.330680641257601j), (1.644987068922738e-17-0.26864677555488525j), (7.812363690243329e-17-1.2758558133957647j), (1.73024806225067e-16-2.825709524501817j), (2.1689186840188532e-16-3.542113016632941j)]"
21,"[0, 0.12028978462230815, 0.4540450381174641, (1.7978889193490818e-16-2.9361754272347618j), (1.3794760111749673e-16-2.25285529204896j), (-2.620781704964628e-18+0.04280061331625279j), (1.9457980379100574e-17-0.31777293490087066j), (4.5461742511112404e-17-0.7424465983623137j), (7.71450130910707e-17-1.2598736736956657j), (-3.042568401459105e-18+0.04968891281269767j), (1.5362834737157217e-18-0.025089413123609877j), (1.3955760401415448e-17-0.22791486347136156j), (3.199135829396619e-17-0.5224585295325938j), (-4.615025943367296e-18+0.07536909330233757j), (-7.094984642231811e-18+0.11586989239953292j), (2.4612110402478044e-19-0.004019462659701385j), (1.538743323432426e-17-0.2512958551810626j), (-6.4378189791851675e-18+0.10513756266161685j), (-3.156431775517364e-17+0.5154844282800551j), (-5.723628525578489e-17+0.9347394741999902j), (-5.130554850102131e-17+0.8378831927171528j)]","[0, 0.3812511943946913, 0.7277901379161466, (3.7007279123735944e-17-0.6043747331802419j), (-6.836298158083821e-17+1.1164522150947551j), (3.552215725539778e-17-0.5801208524797465j), (7.943494076957572e-17-1.2972710307148383j), (1.0723760340139074e-16-1.75132296881115j), (1.2463867958150853e-16-2.0355041089118404j), (2.4643750056105742e-17-0.40246298072658465j), (6.355768279415516e-17-1.037975730445815j), (1.0440621819087672e-16-1.705082939237148j), (1.161976576513819e-16-1.8976517593853712j), (2.1133433405358197e-17-0.3451351592977194j), (6.00532691411731e-17-0.9807443122863592j), (1.0610454760215572e-16-1.732818763353317j), (1.2930733694736819e-16-2.111749069811753j), (1.79316145702824e-17-0.29284548953652745j), (8.069310716008934e-17-1.3178184471844623j), (1.7292253693413052e-16-2.8240393402330524j), (2.1403779695466435e-16-3.495502492697254j)]"
22,"[0, 0.013294223209256873, 0.29381845598101225, (1.6578239219379446e-16-2.707431927462165j), (1.3765467868035968e-16-2.2480715056161538j), (-3.4448106907147492e-18+0.056258027916508836j), (1.7916662410959436e-17-0.29260130224377695j), (4.235619096136034e-17-0.6917290926796259j), (7.125276351548608e-17-1.1636459355480295j), (-3.1420533172058698e-18+0.05131362478379055j), (2.8165269186797573e-18-0.04599737525367695j), (1.4667174414955962e-17-0.23953313600570905j), (3.1584755552500004e-17-0.515818202840044j), (-4.8163874948281986e-18+0.07865757699577633j), (-4.453787341701968e-18+0.07273586710556657j), (5.557066597464965e-18-0.09075378470484732j), (2.316212282717572e-17-0.37826617181871686j), (-7.106486254185396e-18+0.11605772797729451j), (-3.438355397965348e-17+0.5615260498552341j), (-6.267481495469145e-17+1.0235574044422946j), (-5.679871875762191e-17+0.9275934709855509j)]","[0, 0.36099729295265626, 0.6645995135367712, (4.514835426758227e-17-0.7373285799467456j), (-5.77900184681075e-17+0.9437826238282444j), (3.6347510195173845e-17-0.593599888890093j), (8.250620777498443e-17-1.3474286272977394j), (1.1421981259448113e-16-1.8653510983575903j), (1.3144485440896913e-16-2.1466573790987926j), (2.539540249400564e-17-0.41473839660034073j), (6.579618191919274e-17-1.074533195448722j), (1.1043163714126825e-16-1.8034854983192714j), (1.237420734469179e-16-2.0208614195222974j), (2.211979753866971e-17-0.36124370804823686j), (6.387739146406907e-17-1.0431969692574707j), (1.152063673445693e-16-1.881462760116312j), (1.4163470214006307e-16-2.3130702213679024j), (1.9002116505608367e-17-0.3103281128703947j), (8.381414712109944e-17-1.3687888978186056j), (1.8099696132830296e-16-2.955904697653562j), (2.2248523378289793e-16-3.6334596054601342j)]"
23,"[0, -0.025304894940521183, 0.1933065124120722, (1.4513949201018588e-16-2.3703077836195323j), (1.2535302589114195e-16-2.0471702694755356j), (-5.692972890376418e-18+0.09297330290398974j), (1.3359763123096159e-17-0.21818148926527628j), (3.5931667581472896e-17-0.5868086636324844j), (6.280952611113897e-17-1.025757404581785j), (-4.715924740937132e-18+0.07701689571590017j), (-7.348647603492069e-19+0.012001252293491452j), (8.981030444198788e-18-0.14667135782254495j), (2.6126857810885754e-17-0.4266839684564772j), (-6.111177497285056e-18+0.0998031024380237j), (-5.0569578253067115e-18+0.08258638864409824j), (6.784882794012087e-18-0.11080554489238835j), (2.6998752519905963e-17-0.44092308964027094j), (-8.258160848071192e-18+0.13486600142703747j), (-3.9633007696610235e-17+0.6472561349803759j), (-7.51304158347831e-17+1.2269728037029421j), (-7.08603753511356e-17+1.1572377505166607j)]","[0, 0.3776969841837508, 0.6828345826135862, (6.246526991751293e-17-1.0201352742848582j), (-4.2901438493751056e-17+0.7006336606378378j), (3.531100129885934e-17-0.5766724140126643j), (8.024999929193652e-17-1.3105819465303743j), (1.112689191304632e-16-1.8171593508909338j), (1.2929611855860852e-16-2.1115658596197617j), (2.4394843340345167e-17-0.39839802557488097j), (6.277336805700325e-17-1.0251668987451485j), (1.0698319734973218e-16-1.7471682026886128j), (1.2131699745749148e-16-1.9812569230892876j), (2.093150171298912e-17-0.3418373644966442j), (6.182665380059053e-17-1.0097058816245903j), (1.161711062858749e-16-1.8972181426801222j), (1.4629283091754844e-16-2.3891432373710235j), (1.777649079116028e-17-0.29031212597031186j), (8.046932175870075e-17-1.3141637542306341j), (1.7846133903405289e-16-2.914494843056865j), (2.223234947048947e-16-3.630818205864499j)]"
24,"[0, 0.031132884349915305, 0.2946709566774678, (1.5952391463788934e-16-2.6052232325100775j), (1.302466885958259e-16-2.1270898464195342j), (-5.138765735114528e-18+0.0839224132001543j), (1.437077013607158e-17-0.23469248678193694j), (3.9013048210208396e-17-0.6371314282186635j), (6.88799552316819e-17-1.1248950355259786j), (-4.233563091228124e-18+0.06913933215970018j), (2.2702822099527967e-19-0.003707652217004047j), (1.2271676394508564e-17-0.2004116844636769j), (3.071505432638755e-17-0.5016149039506341j), (-5.522425560897097e-18+0.09018805364521468j), (-7.412685838104668e-18+0.12105834667212895j), (7.352069722374593e-19-0.012006841037748009j), (1.7540064699029274e-17-0.2864509948703798j), (-7.002191816695775e-18+0.11435447055544463j), (-3.778072366710299e-17+0.6170060411443921j), (-7.540841143873727e-17+1.231512816450254j), (-7.626636487348268e-17+1.2455242593469773j)]","[0, 0.36181901553581197, 0.657648861573565, (4.293190835075627e-17-0.7011312711656478j), (-5.920061089345923e-17+0.9668193463564679j), (3.4675738736008843e-17-0.5662977890466286j), (7.821065592475122e-17-1.2772769418775196j), (1.0769294774457096e-16-1.7587593062677498j), (1.2571018933651374e-16-2.053003191190114j), (2.4064216141437744e-17-0.39299847365284735j), (6.181143177445316e-17-1.0094572870723j), (1.0434695025429183e-16-1.7041150203788102j), (1.1956934026531134e-16-1.95271551517646j), (2.0327254161204076e-17-0.33196925309986036j), (6.09066217366651e-17-0.9946806177760095j), (1.1301975787013024e-16-1.845752717417283j), (1.4319403108786473e-16-2.3385359956448175j), (1.666883114993602e-17-0.27222267124760396j), (7.637006369381254e-17-1.2472177896024284j), (1.6700717844917018e-16-2.72743420495521j), (2.085993498568002e-16-3.4066859114323447j)]"
25,"[0, 0.031132884349915305, 0.2946709566774678, (1.5952391463788934e-16-2.6052232325100775j), (1.302466885958259e-16-2.1270898464195342j), (-5.138765735114528e-18+0.0839224132001543j), (1.437077013607158e-17-0.23469248678193694j), (3.9013048210208396e-17-0.6371314282186635j), (6.88799552316819e-17-1.1248950355259786j), (-4.233563091228124e-18+0.06913933215970018j), (2.2702822099527967e-19-0.003707652217004047j), (1.2271676394508564e-17-0.2004116844636769j), (3.071505432638755e-17-0.5016149039506341j), (-5.522425560897097e-18+0.09018805364521468j), (-7.412685838104668e-18+0.12105834667212895j), (7.352069722374593e-19-0.012006841037748009j), (1.7540064699029274e-17-0.2864509948703798j), (-7.002191816695775e-18+0.11435447055544463j), (-3.778072366710299e-17+0.6170060411443921j), (-7.540841143873727e-17+1.231512816450254j), (-7.626636487348268e-17+1.2455242593469773j)]","[0, 0.36181901553581197, 0.657648861573565, (4.293190835075627e-17-0.7011312711656478j), (-5.920061089345923e-17+0.9668193463564679j), (3.4675738736008843e-17-0.5662977890466286j), (7.821065592475122e-17-1.2772769418775196j), (1.0769294774457096e-16-1.7587593062677498j), (1.2571018933651374e-16-2.053003191190114j), (2.4064216141437744e-17-0.39299847365284735j), (6.181143177445316e-17-1.0094572870723j), (1.0434695025429183e-16-1.7041150203788102j), (1.1956934026531134e-16-1.95271551517646j), (2.0327254161204076e-17-0.33196925309986036j), (6.09066217366651e-17-0.9946806177760095j), (1.1301975787013024e-16-1.845752717417283j), (1.4319403108786473e-16-2.3385359956448175j), (1.666883114993602e-17-0.27222267124760396j), (7.637006369381254e-17-1.2472177896024284j), (1.6700717844917018e-16-2.72743420495521j), (2.085993498568002e-16-3.4066859114323447j)]"
