,0,1
26,"[0, 0.04415710766381426, 0.2607149238051784, 0.9317852373274577, 1.381779848063938, -0.0458356180267077, 0.24656309589176734, 0.6598268794798446, 1.1447119696217443, -0.055535439084412344, 0.022721167309248783, 0.2128309731002453, 0.48177479210068236, -0.08049246071847865, -0.08620128038963035, 0.09651795221109354, 0.39461951970851317, -0.11793548567382854, -0.5215289083662515, -0.8385787117208552, -0.8188981843528349]","[0, 0.3802854333414767, 0.5324150359517005, 0.2114783175690784, -0.687843422198036, 0.37843831142287965, 1.212816923615287, 1.748287724419574, 2.036834944143453, 0.36327695740047394, 0.9936465422311948, 1.696652408967836, 1.9147375918251937, 0.32069155100337865, 0.9874348673636626, 1.8479131930319765, 2.328822813637038, 0.2793702772109057, 1.1225069541063732, 2.0422524033621388, 2.489056337357668]"
27,"[0, 0.052797082861034336, 0.24975953157674352, 0.8652636003019174, 1.2333436864409544, -0.0473311868649074, 0.24115434188177745, 0.685057209296835, 1.1913515196324103, -0.05138190118783982, 0.014379638456032812, 0.1983505336871229, 0.41267155254429405, -0.07273661663136143, -0.10735984570600743, 0.010287891211254977, 0.21866130877327491, -0.10490316543422418, -0.4853415294642656, -0.7633755316343968, -0.7322959197539322]","[0, 0.27391967458775135, 0.2997606014783918, -0.053699884462459144, -0.8644848763194624, 0.31980377932318205, 1.0478364297316562, 1.5215912418371895, 1.8034387166587347, 0.30660086239593415, 0.8675524644523844, 1.4788680284377713, 1.7176702345935209, 0.26272048439243956, 0.8599668464684532, 1.6363527545220056, 2.1319612693549757, 0.22256634109911858, 0.9875366959668114, 1.8399049774731329, 2.3028615591772206]"
28,"[0, 0.09645120313190036, 0.3179787962283485, 0.9596049349411274, 1.325037184276362, 0.006474722583195697, 0.37595648525676856, 0.8718832126291463, 1.3985712202826697, -0.0015215810986569179, 0.09610779787621737, 0.2920097518025892, 0.4945465789690176, -0.026641374348154303, 0.08406242872798853, 0.335160243189234, 0.601909869591526, -0.0708019672853309, -0.3203092301285962, -0.4704368134336202, -0.4194360093815887]","[0, 0.3094544375402839, 0.3789161037144188, 0.0004720840845915906, -0.9388766410656801, 0.32070916571167823, 1.081040544531287, 1.597553462972305, 1.889519701835025, 0.3102581074724671, 0.9046957970258604, 1.570672694273921, 1.8359084382183826, 0.27812642807079513, 0.9204512719466837, 1.794206913488476, 2.3544646238212805, 0.24673027136559142, 1.069258538857151, 1.9809767945107364, 2.4399317710475215]"
29,"[0, 0.05006228336576734, 0.26059680350043274, 0.7846811499113261, 1.1982754322682376, 0.0076616869668645875, 0.400950462380287, 0.8666129901608988, 1.3428387575486354, -0.0066210730951705805, 0.15589979303677465, 0.4030394379998209, 0.5930682828832513, -0.0315558419958591, 0.05378271565269102, 0.2581061594561788, 0.45671850563047556, -0.07375267486334297, -0.28945016750435276, -0.37573738256396055, -0.24079446095288493]","[0, 0.25345068041327856, 0.34950734027342556, 0.021891140302023597, -0.8497192956151606, 0.31058901372669295, 1.0351361489496214, 1.5103545006369208, 1.8342007337497175, 0.3062689911752121, 0.8473822084740105, 1.3942651712195504, 1.570469833446239, 0.2755991658123563, 0.9221207031564203, 1.793098582510528, 2.363183005546268, 0.23817878161134343, 1.058817992492673, 2.021057361363964, 2.6148071359852616]"
30,"[0, 0.05006228336576734, 0.26059680350043274, 0.7846811499113261, 1.1982754322682376, 0.0076616869668645875, 0.400950462380287, 0.8666129901608988, 1.3428387575486354, -0.0066210730951705805, 0.15589979303677465, 0.4030394379998209, 0.5930682828832513, -0.0315558419958591, 0.05378271565269102, 0.2581061594561788, 0.45671850563047556, -0.07375267486334297, -0.28945016750435276, -0.37573738256396055, -0.24079446095288493]","[0, 0.25345068041327856, 0.34950734027342556, 0.021891140302023597, -0.8497192956151606, 0.31058901372669295, 1.0351361489496214, 1.5103545006369208, 1.8342007337497175, 0.3062689911752121, 0.8473822084740105, 1.3942651712195504, 1.570469833446239, 0.2755991658123563, 0.9221207031564203, 1.793098582510528, 2.363183005546268, 0.23817878161134343, 1.058817992492673, 2.021057361363964, 2.6148071359852616]"
31,"[0, 0.06901609283694657, 0.24055359683481153, 0.7489089464173817, 1.1353113365512024, 0.027542161913986025, 0.38986597515816096, 0.8080460309178512, 1.2498289252425547, 0.01060019691953885, 0.16051081450231333, 0.4668700112867018, 0.7483255089037208, -0.015017278068134046, 0.07964462262587178, 0.36554857659754275, 0.6467854620731511, -0.03663456845757393, -0.20414932920919576, -0.27673938073848664, -0.23376642875443532]","[0, 0.14895582734383903, 0.1717416023656992, -0.18911125510047466, -0.9747130185553537, 0.24165331521654193, 0.7917185994869327, 1.1229223051241253, 1.3443842351477178, 0.24551112239755882, 0.6831656357920673, 1.2421605062431995, 1.5321170135182711, 0.21487250369523986, 0.7232695550176153, 1.4456559300786023, 1.9329951208869371, 0.170078416256754, 0.7368039617616606, 1.4478331930589265, 1.8892290281132986]"
32,"[0, 0.0848731593074177, 0.22177885326159383, 0.6203472727682642, 0.9601578155748044, 0.03511334166811653, 0.3625902326576895, 0.7355473632077696, 1.1263858867901588, 0.011583395691148605, 0.14841925775929804, 0.36419987637885093, 0.5577361581954671, -0.01734178539347179, 0.03723612061561782, 0.187147896101838, 0.35302760854404663, -0.05370922499521588, -0.1995192210762645, -0.23619154143748625, -0.12149207235351184]","[0, 0.2150151839801765, 0.25861855443266585, -0.023994409231748733, -0.8259784141149537, 0.26134994738779727, 0.8428217085688428, 1.1793980622992277, 1.4295284068478518, 0.25962382493787783, 0.7768542857267337, 1.2906017580197435, 1.5101296191139657, 0.23581989566058215, 0.7770705449458062, 1.4575692937693694, 1.9217537080739553, 0.21188107379366097, 0.9536926034979554, 1.834934440214507, 2.4302605166206055]"
33,"[0, 0.09881472533505299, 0.2534861739841237, 0.6904332086005041, 1.0088810517706182, 0.05530902055403063, 0.34402948423928464, 0.6267707348444272, 0.9023147906235344, 0.04337611359233927, 0.1790859665930017, 0.41677978770521135, 0.6028470084381782, 0.02299459292833096, 0.03927141804942651, 0.15350025747928325, 0.2514565563585683, 0.0036669716240681975, -0.07691148195485985, -0.10383347469614397, -0.08219931309020255]","[0, 0.11801847287159413, 0.13331419403534356, -0.14406112807954327, -0.7664941127239405, 0.19647733135486495, 0.6692751047395713, 0.9655350601067125, 1.1735765424686482, 0.19243958488524027, 0.5250241222348151, 0.9755458940390328, 1.2270003885074632, 0.18421096691968986, 0.525851414649266, 1.0620229271145836, 1.414233742875995, 0.17518030465722334, 0.7351132773425767, 1.4194629603142492, 1.8589562420277448]"
34,"[0, 0.08562193641609529, 0.22614291965584457, 0.6629762097347522, 0.9036591654842552, 0.04150289947821869, 0.325696912358575, 0.5844117482662656, 0.8258731926983705, 0.03289158711651922, 0.12347484469050846, 0.29010109939843853, 0.4197875957325943, 0.019061771087501886, 0.027671821675823216, 0.12532500306034708, 0.19516566836130173, 0.01095894227684256, -0.024607765128632417, -0.004379106243042622, 0.04160761963653273]","[0, 0.07333556189185254, 0.10031712728261816, -0.2272118950008057, -0.8851483720466389, 0.1690363615328941, 0.5134292641894059, 0.6871993034505044, 0.7472159250474673, 0.17089127130838014, 0.4715755931031263, 0.8269214900932662, 0.9245022315804413, 0.16273610019761836, 0.4465033682861957, 0.7771979891312872, 0.9665065663204987, 0.1520472622817155, 0.5728227751541051, 1.0811946201332878, 1.3907503334229132]"
35,"[0, 0.08562193641609529, 0.22614291965584457, 0.6629762097347522, 0.9036591654842552, 0.04150289947821869, 0.325696912358575, 0.5844117482662656, 0.8258731926983705, 0.03289158711651922, 0.12347484469050846, 0.29010109939843853, 0.4197875957325943, 0.019061771087501886, 0.027671821675823216, 0.12532500306034708, 0.19516566836130173, 0.01095894227684256, -0.024607765128632417, -0.004379106243042622, 0.04160761963653273]","[0, 0.07333556189185254, 0.10031712728261816, -0.2272118950008057, -0.8851483720466389, 0.1690363615328941, 0.5134292641894059, 0.6871993034505044, 0.7472159250474673, 0.17089127130838014, 0.4715755931031263, 0.8269214900932662, 0.9245022315804413, 0.16273610019761836, 0.4465033682861957, 0.7771979891312872, 0.9665065663204987, 0.1520472622817155, 0.5728227751541051, 1.0811946201332878, 1.3907503334229132]"
36,"[0, 0.11058981576708238, 0.24063660029220035, 0.6473334669100873, 0.9018073522647131, 0.054336068017139215, 0.36509595689141927, 0.5969525991632202, 0.7660468021462187, 0.037704325421405394, 0.1632269529404353, 0.31552383006052653, 0.3814992549671023, 0.019929874131840983, 0.045788481549601814, 0.15579574469869722, 0.24333602631643036, 0.00909064992231312, -0.006975566286573764, 0.029608462785813472, 0.08867584250383906]","[0, 0.08117075726035546, 0.048300563172067, -0.2988228287431626, -0.8644555212882411, 0.16622560975965225, 0.46005198155619637, 0.5815554299549878, 0.6172277624992999, 0.16466232707346043, 0.3959134297173615, 0.6702794476470709, 0.6814286848785339, 0.1506453556407992, 0.32959407148923736, 0.48264469987549524, 0.519431969469805, 0.13990250887574238, 0.4892343384831584, 0.8736979693171182, 1.1105760338196786]"
37,"[0, 0.1157389547485009, 0.24725027321106607, 0.5802009351680363, 0.7717278701654339, 0.055934085991975406, 0.3465794941226594, 0.5674305628898636, 0.7135190883376789, 0.04577794071165204, 0.1859502117320543, 0.35808980828007625, 0.42473713906170196, 0.03307525627145225, 0.08966425559687387, 0.2001122633061766, 0.2462428463178645, 0.025915859572071778, 0.060726734834470386, 0.11614195109421319, 0.15413958589076227]","[0, 0.08100689744986922, 0.06193973385607375, -0.18172038855119116, -0.6458057943628679, 0.13475078374790808, 0.3460379438927135, 0.36009157909571343, 0.29252000792975297, 0.12829123977690807, 0.2638356208773599, 0.3861288209791462, 0.31337302824404034, 0.11519973823606175, 0.2111562076895215, 0.2857374001246243, 0.25141360525273204, 0.10899873526784287, 0.41472260769475683, 0.7793483636013568, 1.0372914729811533]"
38,"[0, 0.13484625315608495, 0.28617889472642344, 0.6144634930798178, 0.7696412166961215, 0.07353208216795913, 0.3925602297289513, 0.5743524648675279, 0.651291782457158, 0.06666917349565936, 0.231442044766647, 0.4042199027237031, 0.4543152661075831, 0.05735656319830953, 0.14032740013609157, 0.2682590922617138, 0.3307359846150317, 0.0546148775813202, 0.20053558627617624, 0.3820912811625822, 0.48837748578980267]","[0, 0.005111803834725456, -0.005094071160516528, -0.1995572349126436, -0.5506135437437744, 0.09173785941834466, 0.20397295397592374, 0.18555485782751496, 0.07338835343896294, 0.08970909075251632, 0.13777012669094252, 0.17261185829600323, 0.056702975481367004, 0.09274977625110702, 0.12690570620951253, 0.11319009260620774, 0.015998594164232476, 0.10456397226520094, 0.3793974018362858, 0.6619396595517807, 0.8380066673543088]"
39,"[0, 0.13484625315608495, 0.28617889472642344, 0.6144634930798178, 0.7696412166961215, 0.07353208216795913, 0.3925602297289513, 0.5743524648675279, 0.651291782457158, 0.06666917349565936, 0.231442044766647, 0.4042199027237031, 0.4543152661075831, 0.05735656319830953, 0.14032740013609157, 0.2682590922617138, 0.3307359846150317, 0.0546148775813202, 0.20053558627617624, 0.3820912811625822, 0.48837748578980267]","[0, 0.005111803834725456, -0.005094071160516528, -0.1995572349126436, -0.5506135437437744, 0.09173785941834466, 0.20397295397592374, 0.18555485782751496, 0.07338835343896294, 0.08970909075251632, 0.13777012669094252, 0.17261185829600323, 0.056702975481367004, 0.09274977625110702, 0.12690570620951253, 0.11319009260620774, 0.015998594164232476, 0.10456397226520094, 0.3793974018362858, 0.6619396595517807, 0.8380066673543088]"
40,"[0, 0.10936086718843566, 0.2611416467079081, 0.6043207217447443, 0.7356572639891406, 0.05762009709030307, 0.3353899866456607, 0.4865289178437087, 0.5420471578548942, 0.05550909529225649, 0.22100136477452312, 0.3946625746704931, 0.4462289650458349, 0.04626399677368051, 0.128783388017134, 0.27383777113886404, 0.3448114776534345, 0.03800976812675268, 0.15314104366875328, 0.3005207799296308, 0.3825234200316632]","[0, -0.013144045810775093, -0.012186610179702378, -0.21373638913900836, -0.5119248357204335, 0.05500764410607234, 0.101974245713298, 0.052060868738517216, -0.09729892959839716, 0.05389939875087139, 0.0694874102680938, 0.0942597295011259, -0.009473524185874013, 0.05934948822536037, 0.043647345603522486, -0.03176359539226047, -0.19332154184942907, 0.0782532973042359, 0.32519451542176175, 0.6236333857453032, 0.8040130516250924]"
41,"[0, 0.10936086718843566, 0.2611416467079081, 0.6043207217447443, 0.7356572639891406, 0.05762009709030307, 0.3353899866456607, 0.4865289178437087, 0.5420471578548942, 0.05550909529225649, 0.22100136477452312, 0.3946625746704931, 0.4462289650458349, 0.04626399677368051, 0.128783388017134, 0.27383777113886404, 0.3448114776534345, 0.03800976812675268, 0.15314104366875328, 0.3005207799296308, 0.3825234200316632]","[0, -0.013144045810775093, -0.012186610179702378, -0.21373638913900836, -0.5119248357204335, 0.05500764410607234, 0.101974245713298, 0.052060868738517216, -0.09729892959839716, 0.05389939875087139, 0.0694874102680938, 0.0942597295011259, -0.009473524185874013, 0.05934948822536037, 0.043647345603522486, -0.03176359539226047, -0.19332154184942907, 0.0782532973042359, 0.32519451542176175, 0.6236333857453032, 0.8040130516250924]"
42,"[0, 0.10188657823796571, 0.2354446276178406, 0.5469132500813463, 0.6573863541796613, 0.05787779123767096, 0.3248921788393095, 0.4449223244874487, 0.4410949203360633, 0.05163504383430294, 0.20789474192116247, 0.3661626289078358, 0.3790736102834825, 0.043713339715268446, 0.1089702662344419, 0.23144769419887415, 0.26866332356438827, 0.0359807514436418, 0.1651452288023263, 0.3546086143959009, 0.45793235508398955]","[0, 0.022573244525590237, -0.016344232077370662, -0.23062394988862625, -0.5339374397574879, 0.07834750585102992, 0.14710090093357694, 0.08247640810782922, -0.1028721758718006, 0.07102044123450511, 0.07344379775175452, 0.035545405019815395, -0.16796023511549707, 0.06408865083859927, 0.017584421599842092, -0.14739846548969635, -0.4136378537169428, 0.07107939590345555, 0.2623025752361973, 0.5014328321056392, 0.6965561808986379]"
43,"[0, 0.09404930869464653, 0.21371794057287175, 0.5055444833677654, 0.6399017637084888, 0.050927277265310655, 0.30569076468937195, 0.42764156978826035, 0.43743565809268786, 0.05042110977967297, 0.21409668430964632, 0.396108130006063, 0.44727536973973064, 0.04647205452810889, 0.12480644881145395, 0.2634591114423461, 0.3266015942984066, 0.04447866642169599, 0.19486305229718162, 0.4096175712098455, 0.5359772557493415]","[0, 0.022312935586146925, 0.026029032919622788, -0.1656963962489969, -0.5439829760666687, 0.057695834028736806, 0.09665996775588435, -0.011158089795058388, -0.21710519991630822, 0.05349394659343823, 0.03302590094730856, -0.018862549524692684, -0.18388781642158472, 0.0496902432124231, -0.03644271248766097, -0.2313945468621083, -0.4719218115769658, 0.060260703518432455, 0.20919532182029607, 0.3948678689176663, 0.5755348814815058]"
44,"[0, 0.09992648303657982, 0.23871368686269265, 0.5404288105616919, 0.6009225631886874, 0.07054565840888964, 0.3764035594341383, 0.5031480754284808, 0.4704060674035925, 0.07032308774789678, 0.26745179389546536, 0.45379292911177865, 0.46565991417978353, 0.06660000463305635, 0.177320625173189, 0.3347565622942486, 0.37785888979557297, 0.06409522428333608, 0.273140546454487, 0.5415008153202372, 0.6608236986589602]","[0, 0.01759107661688237, -0.025490574593485048, -0.20992133564239016, -0.4454992925718895, 0.06385660971776114, 0.13680469827513395, 0.002683400883646259, -0.2960178418622653, 0.06284478159993062, 0.07423856105243704, 0.029802676768664906, -0.17959227602616185, 0.06357552489252029, -0.01338209966299579, -0.22094303351294506, -0.4974126001310101, 0.07637749765622708, 0.24580944380301412, 0.39330078645368094, 0.5103695664107233]"
45,"[0, 0.08701474480522824, 0.18627252814319098, 0.41994885821979683, 0.47195796071266627, 0.06513973801496, 0.32354083387299576, 0.4246059725386355, 0.3945771031499827, 0.05823461797265668, 0.20885821813304248, 0.34525725866940365, 0.3506143502283749, 0.053745965735778084, 0.1293369462791538, 0.24699538026668438, 0.2860405096740101, 0.04999516216659516, 0.21868899804126657, 0.48313286590147597, 0.6405342014706833]","[0, 0.06814182815188398, 0.038400804658115614, -0.1494625887980953, -0.4189647906004578, 0.10055634169796678, 0.22821534035975083, 0.07844552359080025, -0.3149380338051418, 0.08527636921953351, 0.08623112096326203, 0.039461713056563236, -0.2171934531458385, 0.07059053364715266, -0.008882820749275044, -0.19087418128631853, -0.4646838574837857, 0.0683559545735013, 0.16874919899303897, 0.2944940559353744, 0.4131309175112781]"
46,"[0, 0.11123488413494588, 0.24645854792520347, 0.5003023030517381, 0.5051548316450267, 0.07792702442520283, 0.41013151020385685, 0.51991933095127, 0.4360019894466212, 0.0723794175470966, 0.2784481110372769, 0.4558811939303788, 0.4447502429197194, 0.07058803820182219, 0.17560436613248387, 0.31600689847656904, 0.34375294072250234, 0.06900089933150325, 0.3149711411085469, 0.6518710708297505, 0.8236077278707056]","[0, -0.005744427153691277, -0.09133359924061261, -0.30144423874134196, -0.4473572214229361, 0.05734354727361559, 0.0862583230744768, -0.10957528711772069, -0.5836943388746885, 0.05631969680491412, 0.03680590675108098, -0.038018321725986744, -0.3230694661059027, 0.05049783170749817, -0.06407265561546344, -0.30167921251002383, -0.6400767764454371, 0.04680729236275698, 0.06843851437482637, 0.07360589688976239, 0.09580909562833657]"
47,"[0, 0.08916047865267132, 0.20575386525110326, 0.4587320370337583, 0.48345412481469846, 0.06973455036699147, 0.37941034416099556, 0.5024506225263952, 0.4604332380677326, 0.06547128795808985, 0.25073945543585036, 0.39765322957132776, 0.3774290845967145, 0.06585698578590733, 0.1604473774615539, 0.28733122306651193, 0.30940452572938837, 0.0648203605853224, 0.2935970678232235, 0.6206401575699821, 0.791881804513357]","[0, 0.05434338018657211, 0.015556763379066457, -0.15029033514695914, -0.3090375374345846, 0.09659570835738457, 0.19197365176255723, 0.01797068945224652, -0.4300331114933157, 0.08787744019216294, 0.10048666479866196, 0.05488133063680734, -0.22853625895625393, 0.07523986022849445, -0.015437194228596112, -0.24026119468569282, -0.5732310005687974, 0.06925171118183734, 0.13993372537118218, 0.21036488151443833, 0.299212030602378]"
48,"[0, 0.08248059865683714, 0.17695060139029253, 0.403282626864852, 0.3935237635420186, 0.07896880015511079, 0.38266976797487595, 0.45286091154128755, 0.33941228586972083, 0.0689610834132184, 0.24988473630722163, 0.3808897648902021, 0.3482292353040257, 0.06544523730637891, 0.16081362439969907, 0.27597919079776584, 0.2735749903446952, 0.058668133578964166, 0.28063623980383606, 0.6041136455033271, 0.7692629337208331]","[0, 0.10003122886480202, 0.08528179587945584, -0.0050585920609082635, -0.16415455771567614, 0.13806435336967265, 0.3675692049820759, 0.2200296193524979, -0.3333798951383708, 0.11774312483726354, 0.17475171796112174, 0.15842355955698553, -0.17956218575033972, 0.10297579928472848, 0.0688635615090378, -0.0925056268658171, -0.46502746633047576, 0.09580296077475547, 0.22688832883670842, 0.33481706755952895, 0.3651483610795006]"
49,"[0, 0.08183553028897363, 0.18483805813600981, 0.3431206916943383, 0.2948908586385314, 0.05615092618915082, 0.342177922316027, 0.42820138273122793, 0.33879038991803523, 0.05138190118783982, 0.21611287331453563, 0.36507088838868157, 0.3569148855331696, 0.05290718417407207, 0.14534064304824884, 0.26556828440253605, 0.2740058869226008, 0.052574599957990235, 0.2842152352086535, 0.6057042174260874, 0.7610720288741675]","[0, 0.045789483244227706, 0.03267675853895572, -0.07457393303751712, -0.1395807272045655, 0.08225722888444922, 0.1881507457779543, 0.013509535483184613, -0.42123659173415473, 0.06537378564689234, 0.05700544348263798, 0.028765036374344924, -0.19831272619835147, 0.050748312032544624, -0.0665777542152504, -0.2696277854737057, -0.5600782635461024, 0.04738091783270474, 0.10937327431742565, 0.15999509280854463, 0.19887480684616535]"
50,"[0, 0.06680917083242319, 0.16425107240980283, 0.31712920046788096, 0.26066411536082446, 0.07749868647049254, 0.3786941819410203, 0.47325938481024676, 0.3945479931267123, 0.07006964229922497, 0.262044614807664, 0.42168666902767343, 0.41765425658553224, 0.0675560721252947, 0.18519912219811177, 0.32781277317163005, 0.3640826689784808, 0.065666637304817, 0.31753702889422153, 0.6665553382010567, 0.8553463503053527]","[0, 0.06562689118714281, 0.05920168390913224, 0.02870885327435039, -0.04649714632820026, 0.10481458035264336, 0.2668864131660478, 0.131704091301307, -0.31133169887680345, 0.09908899477104276, 0.1468053305302805, 0.13403089527174078, -0.16918779555158717, 0.08923899660179457, 0.046502701150392144, -0.14477513683337853, -0.5116668251904735, 0.08764731013123883, 0.19734098540209466, 0.2587665891386887, 0.24198454590975757]"
51,"[0, 0.0733801566504026, 0.160289253539821, 0.2975229983097072, 0.2470898596735861, 0.07275397154737026, 0.39459947845308585, 0.48102794603223387, 0.35658719959924995, 0.061959993546144454, 0.2517907739072795, 0.3970657022156283, 0.36737893247212683, 0.0594599116812339, 0.16957309378934934, 0.29992893336327503, 0.3109258261877175, 0.05337276175109423, 0.29227557589128694, 0.641921607220079, 0.828375324313022]","[0, 0.04279230063470111, 0.009341081396911236, -0.06172403453985334, -0.07981877614325115, 0.09883827596179579, 0.24998194804437013, 0.09640117674499185, -0.4456241753203605, 0.08696570274180354, 0.10667675545371458, 0.10197116129499299, -0.19893356841990578, 0.07380154792614176, -0.0024556057703079047, -0.21640640073305745, -0.6085063281362485, 0.0667115160609027, 0.12861906150036984, 0.1724445059592635, 0.18161131835870503]"
52,"[0, 0.09984247895652042, 0.19508472853597086, 0.3537918389831688, 0.29727045085690607, 0.08610504247026915, 0.42107850102803707, 0.5033955960272309, 0.3690370272788447, 0.0756999465675686, 0.28318741008818893, 0.43483516336737776, 0.38793366129494233, 0.07408602869381595, 0.20924121590275427, 0.3535169750114988, 0.3485274410680419, 0.07030580343446591, 0.33613129992337615, 0.6728421240603213, 0.8029082319015975]","[0, 0.05449790621038507, 0.044468570222616396, 0.006912385661377681, -0.06439882286797506, 0.10522971933882991, 0.2969955937076228, 0.13903949147548136, -0.3784395647951801, 0.09561888145947892, 0.13878031267575738, 0.1529929890261284, -0.13716314485518932, 0.0872448238520785, 0.04158996675348467, -0.1672164504924778, -0.5805555496334215, 0.0905307933085491, 0.21395573318398525, 0.26367588602265146, 0.21761683076026592]"
53,"[0, 0.06972338644929853, 0.16136617019209648, 0.30879096734775713, 0.25864473383806086, 0.08406768740028625, 0.4153445638192245, 0.48084693213641894, 0.3351119415229589, 0.07667285006408296, 0.2851290028885405, 0.42010045336753465, 0.3541625464263382, 0.0764011780991644, 0.21718671860451022, 0.35088946622757017, 0.3277072388938043, 0.07450784033924683, 0.3509011711297859, 0.6833318452218166, 0.7992926231841331]","[0, 0.0661900296497632, 0.06570255725770033, 0.052992398015903185, -0.03748270549066676, 0.1062388119085839, 0.3131206313955464, 0.15811245723898432, -0.3920445311254589, 0.09572455943031101, 0.14281687365027645, 0.13244251560660864, -0.20547052732044568, 0.08567175750188014, 0.01891159085802711, -0.2069073593180683, -0.6601266297537084, 0.08760840870139108, 0.18377316149942668, 0.18583349746098002, 0.08844181665116851]"
54,"[0, 0.06859710952405773, 0.15135999698918506, 0.27044724892148464, 0.20711686903431442, 0.061147050036534464, 0.36694245759757455, 0.4005773899277264, 0.21178600475508272, 0.05377494704310064, 0.23717828374736252, 0.3605989720698865, 0.2977967048516313, 0.05234009422272156, 0.15357396558912928, 0.25366089232264144, 0.21957575167172416, 0.046973135300528907, 0.28056457302691923, 0.5889344216792632, 0.7171241507102705]","[0, 0.04283585830584302, 0.03968416580697355, -0.016196705991678963, -0.06110738999228949, 0.0844485719205422, 0.20775115254278972, 0.04436980228342851, -0.48685786169142764, 0.07214656264861558, 0.07846823556580614, 0.06268960165412764, -0.2165609432663123, 0.06319434561829018, -0.028525382627300786, -0.2632984751098741, -0.6682014376509239, 0.06394814957926262, 0.15263394692905372, 0.17555350360997538, 0.13960730609576077]"
55,"[0, 0.04367278784421256, 0.12988551275705149, 0.2570568205437668, 0.20639094357473828, 0.053215726998399576, 0.35066136571566336, 0.394294530617396, 0.21140095853818802, 0.04617037237411162, 0.23208691849746396, 0.3591490887243299, 0.2830008863688123, 0.04375669807788546, 0.1554904802321882, 0.26818026699819597, 0.22828928407831098, 0.036875484330139735, 0.261404568804224, 0.5653359047028669, 0.679741695500826]","[0, 0.07546885069039794, 0.08265016062147436, 0.0004029986087976993, -0.07016219399775224, 0.10016131542572114, 0.2746461025200554, 0.11524975467598299, -0.4104354499179647, 0.07714764392730565, 0.1000844030227902, 0.09397299883950465, -0.1877860423587033, 0.058388117911794754, -0.02010779447512904, -0.22395690552032863, -0.5996639424121529, 0.050112207696751065, 0.15653435696974066, 0.2296497271686651, 0.24528267769498824]"
56,"[0, 0.08579201875103036, 0.19378434103687933, 0.2999205201918878, 0.26370603047112917, 0.055973997158701896, 0.3690382232460181, 0.41188121615008627, 0.23595658634963654, 0.05383157105612529, 0.24087253877395604, 0.38149676829084184, 0.31855162612175314, 0.054225403169895645, 0.18165238989482674, 0.32707348774560646, 0.3176414394131471, 0.05252614379098692, 0.3006128109392809, 0.6157241494120838, 0.7365410398740605]","[0, 0.014862499646064216, 0.011471503469890992, -0.05616521245977079, -0.12428920219088248, 0.05513869100784357, 0.12373241803608011, -0.06273721867666239, -0.5079209483018675, 0.046757203054548856, 0.027664734471651995, -0.02278372657267561, -0.28229407193062334, 0.0430688909586732, -0.050755277344863355, -0.28953653896175013, -0.6485616981274117, 0.049155710259354536, 0.12234387507911987, 0.14836613289646478, 0.16223796888885755]"
57,"[0, 0.07735427559839772, 0.19695230632721936, 0.3383032591183772, 0.2869760083454948, 0.06641155291056709, 0.3997661375783491, 0.4530864560121112, 0.2718982028084347, 0.06469066386409233, 0.2779614928058064, 0.4405989906672136, 0.382943588206564, 0.06751364955467662, 0.20179825577724736, 0.33359568114062194, 0.30805918625303347, 0.06863747807897834, 0.3440092160829485, 0.6911186008057095, 0.8245365746661631]","[0, 0.04666478501669844, 0.06620057800203326, 0.02241695753445488, -0.03343538056103334, 0.06860038185741746, 0.16099309834320316, 0.02109939608598063, -0.36727454768811024, 0.05553574188662103, 0.05350848495963495, 0.054587025957709284, -0.16171926627508496, 0.05072023827257678, -0.05473221655054341, -0.2736520540407273, -0.6197913848148381, 0.0580928019059529, 0.17114460671847198, 0.27981817765648787, 0.3446366300387966]"
58,"[0, 0.06182285457408276, 0.1641074125797068, 0.26105866069716105, 0.17762301297788782, 0.047436464351941834, 0.29940388951213326, 0.37071645862897834, 0.2765902092864709, 0.04763866028403946, 0.19594052585379143, 0.32897528509930235, 0.31318327528018247, 0.050590163184725756, 0.17405942842459093, 0.3188637171180041, 0.3316795234238861, 0.04920996751677375, 0.2947513372756873, 0.6127695110618929, 0.7347831247473896]","[0, 0.10315182487589736, 0.1061805766443157, 0.07125399211742178, 0.011591567953501351, 0.07632460679419205, 0.22763245685680275, 0.04666688597089466, -0.42594513799814004, 0.0591106247623909, 0.061907180997636854, 0.02292709190348624, -0.21762515649079664, 0.05690114442549779, -0.004908165828032482, -0.2301321483236481, -0.588716952502081, 0.07000619417651581, 0.17107836924283673, 0.20698743290629856, 0.16842967614038604]"
59,"[0, 0.03668904123779316, 0.14352042685349983, 0.23717683520374314, 0.2275308469961101, 0.060738824795765096, 0.3489768239567816, 0.3727128163553462, 0.18242325355539235, 0.05862432441523806, 0.24189736513536242, 0.3758075991632772, 0.30575896028652094, 0.05783662449375972, 0.21344734498032972, 0.3737117686603391, 0.3565094191558693, 0.05395355327390868, 0.3194470570850813, 0.6315208104382317, 0.7354979013828484]","[0, 0.0021633643333814775, -0.04249670603618708, -0.12159811356122581, -0.15578592756501072, 0.05535144580999973, 0.19609263894764467, -0.02522281166796292, -0.6591753060319295, 0.046445013977391585, 0.03413996388984422, 0.014126624596706688, -0.3041770715004438, 0.044553992860972315, -0.07379913875032022, -0.31850780910999926, -0.7713395124396539, 0.059790473954132624, 0.1668000798329518, 0.18915390024066636, 0.07370363038878758]"
